MosaicID,UniprotID,GeneSymbol,Description,Peptides,A_plus_1,A_plus_2,A_plus_3,A_minus_1,A_minus_2,A_minus_3,B_plus_1,B_plus_2,B_plus_3,B_minus_1,B_minus_2,B_minus_3,A_plus_1_48,A_plus_2_48,A_plus_3_48,A_minus_1_48,A_minus_2_48,A_minus_3_48
CANX__P27824_2,P27824-2,CANX,Isoform 2 of Calnexin,5,8.30157,8.91446,0,9.04553,7.27718,0,9.56211,8.99489,0,7.93829,8.72746,0,7.76714,7.51045,0,8.40521,7.55569,0
RPL29__P47914,P47914,RPL29,60S ribosomal protein L29,1,7.20602,8.36131,0,3.59979,6.76544,0,7.12461,6.48151,0,6.32111,6.11114,0,6.12012,6.61084,11.1334,7.28219,6.93079,9.95177
ECHS1__P30084,P30084,ECHS1,"Enoyl-CoA hydratase, mitochondrial",1,7.85807,22.7304,0,4.59495,7.02534,0,8.01002,5.7895,0,7.19342,7.94865,0,10.0882,9.03067,0,9.72008,0.0107146,0
MPP1__Q00013,Q00013,MPP1,55 kDa erythrocyte membrane protein,2,7.26139,8.7752,0,4.51781,7.44283,0,7.92599,8.2177,1.04595,8.40616,8.25501,0,7.50998,7.87644,6.52779,7.24708,8.99067,0
PHB2__Q99623,Q99623,PHB2,Prohibitin-2,1,7.86195,7.33522,0,5.66607,7.40991,0,7.30424,5.59338,21.4258,6.77417,7.17287,0,5.87675,6.78362,0,5.41696,5.37909,0
RBM14__Q96PK6,Q96PK6,RBM14,RNA-binding protein 14,10,4.792,4.52414,0,6.52712,7.03083,10.1664,4.67181,5.51569,9.81944,5.39211,5.9293,4.99415,5.31119,6.09051,6.22526,6.55464,6.4554,0
HNRNPK__P61978_2,P61978-2,HNRNPK,Isoform 2 of Heterogeneous nuclear ribonucleoprotein K,18,4.84663,4.80155,3.13058,5.84781,6.56478,10.999,4.77323,4.74496,4.53749,5.21019,4.9665,5.04622,5.14873,5.25958,6.19665,5.37829,5.00529,7.5425
SMC1A__Q14683,Q14683,SMC1A,Structural maintenance of chromosomes protein 1A,2,6.95511,5.80593,0,6.45411,7.36469,21.0909,6.81876,7.71013,0,7.44856,7.08586,0,7.18825,7.35893,0,5.32282,3.39593,0
TPX2__Q9ULW0_2,Q9ULW0-2,TPX2,Isoform 2 of Targeting protein for Xklp2,7,7.0945,6.2025,0,8.3899,8.35402,1.81556,6.55268,6.58689,0,7.47325,8.56444,1.76127,6.55658,6.66547,8.6904,7.14856,8.14396,0
GOT2__P00505,P00505,GOT2,"Aspartate aminotransferase, mitochondrial",6,8.0945,7.85295,0,6.119,5.62044,0,7.07837,7.80441,9.14899,5.29567,5.87297,12.3468,7.28878,8.16387,0,4.98924,4.32398,0
FSCN1__Q16658,Q16658,FSCN1,Fascin,10,6.78771,7.0143,4.29478,6.83237,5.94457,0.224437,7.31759,7.18996,0,6.35172,6.20988,6.91329,6.44581,6.02125,5.55025,7.05425,6.85175,2.99609
THRAP3__Q9Y2W1,Q9Y2W1,THRAP3,Thyroid hormone receptor-associated protein 3,1,10.3121,9.39137,0,7.21721,9.11073,0,8.09831,7.55171,0,8.60826,5.7204,0,8.81526,9.48606,0,8.21046,7.47814,0
FARSB__Q9NSD9,Q9NSD9,FARSB,Phenylalanine--tRNA ligase beta subunit,2,7.21911,8.86801,0,7.33189,8.7092,11.7889,7.74583,7.68688,0,7.79837,7.30918,0,7.09543,6.61278,0,8.12618,3.70828,0
NAT10__Q9H0A0,Q9H0A0,NAT10,RNA cytidine acetyltransferase,1,7.17895,7.77367,0,8.15456,8.53262,0,7.76236,8.05475,0,9.6115,7.28351,0,8.75728,9.04224,0,8.16193,9.68664,0
STMN1__P16949_2,P16949-2,STMN1,Isoform 2 of Stathmin,3,5.75882,5.94722,22.1202,4.21945,3.39596,0,6.49852,6.29757,10.5357,4.47994,4.52301,9.65618,4.34124,4.13412,0,4.11804,3.974,0
ZC3HAV1__Q7Z2W4,Q7Z2W4,ZC3HAV1,Zinc finger CCCH-type antiviral protein 1,1,6.92922,5.87987,0,5.85032,5.43522,0,7.07347,7.63107,27.9229,8.63402,6.38529,0,6.14831,6.24619,0,5.8575,0.00659787,0
TSG101__Q99816,Q99816,TSG101,Tumor susceptibility gene 101 protein,1,7.51451,7.43435,0,10.7985,9.27448,0,8.22128,7.72764,0,8.10601,8.54902,0,6.72445,7.80523,0,8.44301,9.40148,0
RBM10__P98175_5,P98175-5,RBM10,Isoform 5 of RNA-binding protein 10,5,6.0946,6.09071,0,8.15909,7.83799,0,6.53239,6.56845,12.5325,7.02954,7.20612,0.595237,7.28678,7.7904,0,7.16438,9.11185,0
MCM6__Q14566,Q14566,MCM6,DNA replication licensing factor MCM6,6,5.98596,6.24885,0,7.65912,7.32104,2.91165,6.18278,6.18942,0,7.04416,6.98562,0,6.47335,6.93324,7.26648,7.17324,8.72079,6.9043
SSRP1__Q08945,Q08945,SSRP1,FACT complex subunit SSRP1,3,6.12884,6.41514,0,6.96236,7.03518,0,6.47205,5.3535,22.6847,7.18283,6.95447,0,6.13378,6.57998,0,6.51639,5.58082,0
DBR1__Q9UK59,Q9UK59,DBR1,Lariat debranching enzyme,1,2.68429,2.02395,16.8655,4.40799,3.35176,0,2.91095,2.43027,30.8526,3.33443,2.17649,18.5525,3.19337,2.93943,0,4.27308,0.00342284,0
HNRNPH3__P31942,P31942,HNRNPH3,Heterogeneous nuclear ribonucleoprotein H3,6,1.77759,1.87603,6.32424,2.77988,2.78002,23.408,1.51047,1.58846,13.3856,2.29963,2.26546,13.4525,1.92907,2.07226,8.89646,2.07721,2.21638,9.36079
HNRNPH1__P31943,P31943,HNRNPH1,Heterogeneous nuclear ribonucleoprotein H,5,8.23175,7.64554,0,8.63335,10.9906,1.9231,5.73114,4.96901,0,7.0255,7.30244,2.7045,6.89054,7.74366,5.29342,6.90991,5.79841,2.20712
HNRNPF__P52597,P52597,HNRNPF,Heterogeneous nuclear ribonucleoprotein F,7,6.11215,5.56966,0,8.02525,6.97812,5.74695,6.22907,6.25654,0,5.97907,6.03415,5.8874,5.69462,5.73468,6.00787,6.50125,6.34389,6.89932
RBM12__Q9NTZ6,Q9NTZ6,RBM12,RNA-binding protein 12,2,6.62644,6.97481,0,7.17407,8.91557,0,6.84278,6.71249,0,6.16305,6.07164,12.3,7.70378,8.26355,0,7.76259,8.48927,0
RAB7A__P51149,P51149,RAB7A,Ras-related protein Rab-7a,2,8.08605,8.6205,0,9.10177,9.10946,0,8.71688,7.13261,0,7.72663,7.39708,0,8.70802,7.20847,0,8.4108,9.78173,0
LRRC59__Q96AG4,Q96AG4,LRRC59,Leucine-rich repeat-containing protein 59,4,9.04654,9.24415,0,6.24878,7.60261,3.09452,8.67188,8.85658,0,6.8002,7.8345,0,8.21074,7.32517,0,8.58724,8.47711,0
CCT7__Q99832,Q99832,CCT7,T-complex protein 1 subunit eta,5,7.33584,7.54866,0,6.17515,6.59826,0,7.37949,6.82561,1.86341,7.47211,7.45621,0,7.56177,6.42675,7.53366,6.85261,6.43381,6.53665
ATAD3A__Q9NVI7,Q9NVI7,ATAD3A,ATPase family AAA domain-containing protein 3A,1,5.15541,4.21067,0,3.75163,4.59468,0,4.95308,4.87688,0,4.67989,4.85325,30.0023,5.25613,4.86746,11.232,5.41947,6.14716,0
PRMT1__Q99873,Q99873,PRMT1,Protein arginine N-methyltransferase 1,3,6.85991,7.11032,0,9.39753,9.18054,0,6.62877,6.92318,0,9.00164,8.82143,0,7.15504,7.34629,6.55864,7.78762,7.22909,0
FDPS__P14324,P14324,FDPS,Farnesyl pyrophosphate synthase,1,8.41266,7.65866,0,7.5275,6.01227,0,8.51949,7.60715,0,8.11126,7.09331,0,9.56523,8.93534,5.38247,7.23629,7.93836,0
EP400__Q96L91,Q96L91,EP400,E1A-binding protein p400,1,4.8903,4.7462,0,8.11552,8.07564,0,4.9954,5.1497,0,6.55869,7.24783,0,6.62089,7.06441,10.6598,6.96267,11.7714,7.14159
CPSF7__Q8N684_3,Q8N684-3,CPSF7,Isoform 3 of Cleavage and polyadenylation specificity factor subunit 7,3,6.80218,6.56639,0,10.9365,7.78274,0,6.5203,6.25278,0,7.33258,8.45046,0,8.30361,7.52559,6.57583,8.70581,8.2452,0
EIF4A1__P60842,P60842,EIF4A1,Eukaryotic initiation factor 4A-I,3,5.31955,5.59167,0,5.54659,5.7478,0,6.24931,6.25635,12.3111,5.57966,5.51175,17.7199,5.8738,5.70847,0,5.55165,7.03237,0
EIF4A3__P38919,P38919,EIF4A3,Eukaryotic initiation factor 4A-III,5,6.80111,6.54089,0,7.50067,6.7083,0,7.0862,7.14407,0,6.19284,6.4782,13.1813,6.54141,6.48591,3.11698,6.05932,5.49883,4.66398
EIF4A2__Q14240_2,Q14240-2,EIF4A2,Isoform 2 of Eukaryotic initiation factor 4A-II,3,7.78408,7.77315,0,7.39334,5.76678,0,7.84711,7.7408,12.5177,6.1603,6.91944,0,5.68666,6.45073,6.85299,6.10396,5.00294,0
ATP1A1__P05023,P05023,ATP1A1,Sodium/potassium-transporting ATPase subunit alpha-1,2,7.18897,8.7023,0,7.37018,6.84318,3.76616,9.95684,9.27966,0,8.3339,8.43986,0,5.56852,4.97102,5.81151,7.00852,6.75938,0
PSMC1__P62191,P62191,PSMC1,26S proteasome regulatory subunit 4,2,5.95901,6.21908,0,9.963,8.54273,0,6.5938,7.56635,2.46401,8.5837,8.52906,0,8.18169,7.3769,0,9.50247,10.5182,0
PSMD14__O00487,O00487,PSMD14,26S proteasome non-ATPase regulatory subunit 14,2,7.4417,7.50566,0,8.49482,8.22698,0,7.66528,6.93285,0,9.1494,8.57813,0,7.80669,8.55437,5.18976,7.46692,6.98744,0
TUBA1B__P68363,P68363,TUBA1B,Tubulin alpha-1B chain,32,3.13643,3.24901,15.5087,3.83146,2.75781,9.36414,3.23602,3.50732,10.8922,3.69631,3.78734,8.86735,2.97927,2.83729,4.56161,3.94215,4.01172,9.83393
TUBA4A__P68366,P68366,TUBA4A,Tubulin alpha-4A chain,2,7.44049,7.52723,0,9.64228,6.9246,0,7.50074,7.67969,0,7.99349,8.30533,0,6.07968,5.7865,5.97859,8.40612,9.02128,1.71397
TUBA1C__Q9BQE3,Q9BQE3,TUBA1C,Tubulin alpha-1C chain,1,7.65248,5.41713,0,8.2777,6.87155,0,6.06607,7.31875,11.9407,7.63604,7.1367,0,6.42397,6.58398,0,7.24874,11.4262,0
RPL8__P62917,P62917,RPL8,60S ribosomal protein L8,2,2.19858,2.57931,0,0.821042,1.68565,9.45792,2.10079,1.94836,27.971,2.75859,1.21324,4.27218,1.51219,1.49267,6.25576,1.94674,2.1908,29.5952
RPL10A__P62906,P62906,RPL10A,60S ribosomal protein L10a,4,6.98572,8.57222,0,5.10708,6.36233,5.35851,7.40731,6.75128,0,5.72106,6.13618,0,6.3822,6.27487,4.83158,9.18245,8.59337,6.33383
EBNA1BP2__Q99848,Q99848,EBNA1BP2,Probable rRNA-processing protein EBP2,1,6.38205,6.13172,0,9.7904,9.12865,0,6.08516,5.30814,0,7.70882,7.25114,0,8.48849,8.70227,8.95849,8.23672,7.82796,0
NUP210__Q8TEM1,Q8TEM1,NUP210,Nuclear pore membrane glycoprotein 210,4,6.82616,6.66816,0,3.94901,5.60854,0.419101,8.59056,8.04533,0,5.59469,6.61786,8.62766,9.12481,7.83054,9.22584,5.98723,6.88452,0
GTF2B__Q00403,Q00403,GTF2B,Transcription initiation factor IIB,1,7.05366,7.05874,0,8.38326,11.3055,0,7.79456,10.6151,0,9.09719,8.72043,0,6.64545,6.73748,0,6.73659,9.85202,0
PSMA3__P25788,P25788,PSMA3,Proteasome subunit alpha type-3,2,7.342,7.71051,0,8.9098,8.12404,0,7.90051,7.91039,0,7.73487,8.19177,0,8.20006,8.09794,4.16214,7.88468,7.83128,0
AARS1__P49588_2,P49588-2,AARS1,"Isoform 2 of Alanine--tRNA ligase, cytoplasmic",5,7.48064,7.60493,0,5.50107,4.88194,6.01157,7.97163,8.04973,0,6.63073,6.3397,4.94065,8.34383,7.13913,1.61633,6.07566,7.51403,3.89841
RAB3GAP2__Q9H2M9,Q9H2M9,RAB3GAP2,Rab3 GTPase-activating protein non-catalytic subunit,1,8.22469,6.98049,0,8.81511,7.50842,0,11.7065,10.8494,0,10.8203,9.6215,0,8.28485,8.94744,0,8.23237,0.00886049,0
ACTG1__P63261,P63261,ACTG1,"Actin, cytoplasmic 2",13,7.58655,7.99881,1.71484,6.51195,7.0563,1.75256,8.02292,7.79491,1.01486,6.23539,6.4627,1.98427,6.47961,6.30793,6.53316,6.88454,6.21493,3.44375
XPO1__O14980,O14980,XPO1,Exportin-1,5,7.5404,7.56529,0,5.85555,7.79525,0,8.29488,8.23897,0,7.82446,7.81648,0,8.06379,7.54809,5.50347,6.22953,9.37016,2.35369
ZRANB2__O95218,O95218,ZRANB2,Zinc finger Ran-binding domain-containing protein 2,1,6.841,6.37798,0,10.1734,9.97013,0,6.45527,5.87776,0,8.37043,7.89455,0,6.82084,7.36819,6.85547,8.32575,8.66925,0
CFL1__P23528,P23528,CFL1,Cofilin-1,4,5.07208,5.26661,11.963,5.36243,5.09497,0,5.51724,5.68563,6.52943,5.90126,5.74411,0,5.75111,5.58936,5.53969,5.90199,7.52944,7.55167
RUVBL1__Q9Y265,Q9Y265,RUVBL1,RuvB-like 1,1,7.7611,7.70316,0,9.01694,8.46764,0,7.72573,7.6636,0,8.14243,7.54975,0,7.16246,7.11838,4.8706,7.80173,8.13311,0.883377
AK2__P54819,P54819,AK2,"Adenylate kinase 2, mitochondrial",2,8.63826,9.13118,0,6.39589,7.0577,0,8.66086,9.31302,0,7.75119,7.39445,0,8.44427,8.18198,4.86482,7.43163,6.73476,0
VARS1__P26640,P26640,VARS1,Valine--tRNA ligase,3,6.74861,7.3238,0,5.95263,6.74702,12.8689,7.15966,7.02484,0,7.31696,6.25001,0.0226004,5.61841,5.43389,8.39996,6.77201,6.36075,0
XPO5__Q9HAV4,Q9HAV4,XPO5,Exportin-5,1,6.63419,6.95469,0,7.71785,8.17016,0,6.40262,6.76249,0,10.2073,8.35101,0,6.18808,6.0347,12.4198,7.01415,7.14299,0
SF3B3__Q15393,Q15393,SF3B3,Splicing factor 3B subunit 3,11,8.36554,8.49387,0,7.60308,9.30672,0,8.29581,8.81274,0,9.3949,8.88343,0.398215,8.04754,8.13329,0,7.63718,6.62771,0
MCCC1__Q96RQ3,Q96RQ3,MCCC1,"Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial",21,8.42224,6.75559,0,5.90895,5.49546,2.35683,6.01393,6.85864,1.17441,7.89227,7.26583,1.74055,7.9734,8.45956,6.23775,6.6857,5.86945,4.88944
RCC2__Q9P258,Q9P258,RCC2,Protein RCC2,5,6.11414,6.13775,11.1965,8.87231,8.62866,0,5.67295,5.35859,0,6.93946,6.8322,0,6.61264,7.02481,0,6.36488,6.21588,8.0292
NDUFS1__P28331_2,P28331-2,NDUFS1,"Isoform 2 of NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial",1,5.52828,5.16535,0,4.86711,5.15336,0,6.30108,5.50738,14.7128,5.10374,4.60296,22.2651,5.75372,5.6396,0,5.50476,3.89477,0
YWHAQ__P27348,P27348,YWHAQ,14-3-3 protein theta,1,6.46626,6.71727,0,3.58136,4.56377,0,6.07407,5.73625,0,5.04155,4.39892,0,4.97256,5.31423,12.8145,4.88979,5.30512,24.1243
YWHAE__P62258,P62258,YWHAE,14-3-3 protein epsilon,8,8.08275,8.32417,0,6.55155,6.46266,0.869257,8.14369,8.19927,0,6.63361,6.47402,1.97845,7.48356,7.0301,5.05674,6.5264,6.5106,5.67317
YWHAG__P61981,P61981,YWHAG,14-3-3 protein gamma,2,8.32954,9.11791,0,6.81884,7.54788,0,8.63873,7.92569,0,6.87078,6.63596,0,7.90082,7.08495,3.33926,7.00819,7.3121,5.46935
AP2B1__P63010_2,P63010-2,AP2B1,Isoform 2 of AP-2 complex subunit beta,4,8.0407,9.13479,0,4.31924,5.66433,0,11.5863,9.71659,0,7.33826,8.14059,5.37432,6.7581,5.3114,3.87084,5.52121,5.60875,3.61457
FKBP4__Q02790,Q02790,FKBP4,Peptidyl-prolyl cis-trans isomerase FKBP4,1,7.87407,8.65238,0,10.119,7.4288,0,6.63103,5.90766,0,7.56304,8.07742,0,10.3787,9.34088,0,8.64344,9.38362,0
FKBP5__Q13451,Q13451,FKBP5,Peptidyl-prolyl cis-trans isomerase FKBP5,1,6.99667,6.73648,0,8.68251,7.82783,0,6.4524,6.06922,11.4181,7.83824,8.31055,0,9.01431,8.20969,0,7.11061,5.33342,0
COPA__P53621_2,P53621-2,COPA,Isoform 2 of Coatomer subunit alpha,5,10.4218,11.2388,0,5.981,6.939,0,12.2848,10.8126,0,7.42858,8.38437,0,7.6402,6.81732,0,7.19427,4.85728,0
NUP85__Q9BW27,Q9BW27,NUP85,Nuclear pore complex protein Nup85,1,4.68724,6.3787,0,5.23114,5.40194,39.6675,5.49908,6.37605,0,3.01175,5.10719,0,6.92842,5.68335,0,6.02038,0.00730833,0
CORO1B__Q9BR76,Q9BR76,CORO1B,Coronin-1B,1,4.83814,5.26322,0,5.24894,4.93738,26.8245,6.83755,6.06192,0,5.69596,5.20667,8.12431,3.87643,4.79101,0,5.95822,6.33571,0
SRSF9__Q13242,Q13242,SRSF9,Serine/arginine-rich splicing factor 9,4,4.18793,4.86113,0,5.65208,6.94787,11.7924,4.5767,4.62886,19.4718,5.60566,5.56792,0,6.12784,6.39121,0,7.05405,7.13451,0
SRSF1__Q07955_2,Q07955-2,SRSF1,Isoform ASF-2 of Serine/arginine-rich splicing factor 1,9,5.22908,4.97467,17.7448,8.02563,7.28832,0,4.85158,5.97858,0,6.4431,7.08314,4.32749,6.19511,6.95865,0,6.78828,8.11153,0
SRSF10__O75494,O75494,SRSF10,Serine/arginine-rich splicing factor 10,1,6.89643,6.44314,0,10.4284,7.35392,0,6.17946,6.69781,0,7.21236,7.79043,0,7.92696,6.70815,2.20779,8.25625,8.65819,7.24071
SRSF2__Q01130,Q01130,SRSF2,Serine/arginine-rich splicing factor 2,2,5.94563,6.3502,0,10.0961,8.18724,0,6.24171,6.04139,0,7.47673,8.04274,0,7.43451,8.41699,9.98567,7.97833,7.80276,0
HSPA9__P38646,P38646,HSPA9,"Stress-70 protein, mitochondrial",6,9.2567,8.69091,0,6.65909,6.78422,0,8.08176,8.69979,0,7.80013,7.88512,0,8.15578,7.31778,5.60036,5.72318,6.56273,2.78245
SNRPA__P09012,P09012,SNRPA,U1 small nuclear ribonucleoprotein A,2,6.51849,6.9686,0,5.23533,6.62213,0,9.14122,8.72812,0,6.29135,5.26149,0,6.50563,5.98563,6.2055,13.3052,5.33628,7.895
ANXA11__P50995,P50995,ANXA11,Annexin A11,5,6.57415,6.48057,0,8.05872,8.08717,0,6.50625,6.68959,7.36267,6.51162,7.1118,0.464824,6.22336,6.79162,2.17779,6.64808,6.8027,7.50907
CCT2__P78371,P78371,CCT2,T-complex protein 1 subunit beta,4,5.96938,6.93866,0,6.23057,6.20534,3.2742,6.12871,5.78139,0,6.67091,6.89287,11.4914,6.44904,5.89864,8.58153,6.45869,7.02864,0
HADHA__P40939,P40939,HADHA,"Trifunctional enzyme subunit alpha, mitochondrial",3,9.42181,8.37811,0,5.37455,6.50973,0.442138,8.56132,8.55013,2.4902,8.30673,7.92548,4.73514,7.33524,7.57572,1.57753,6.30393,6.51226,0
ARF1__P84077,P84077,ARF1,ADP-ribosylation factor 1,2,8.49747,8.27815,0,8.77208,8.03193,0,8.55431,9.32104,0,7.18171,7.98399,0,8.5433,7.8755,0,8.0561,8.9044,0
KHDRBS1__Q07666,Q07666,KHDRBS1,"KH domain-containing, RNA-binding, signal transduction-associated protein 1",5,2.61131,2.66026,5.40567,3.13797,3.05264,16.6326,2.39649,2.69037,7.89831,3.13238,3.03962,14.5574,3.16412,3.36697,9.72479,3.82725,3.97327,8.72863
SMARCA5__O60264,O60264,SMARCA5,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5,5,5.38805,5.52006,0,6.27519,7.16347,11.3371,5.61335,6.20936,3.08763,7.51346,6.73683,10.7505,6.65598,6.45259,0,6.50115,4.79532,0
PCMT1__P22061_2,P22061-2,PCMT1,Isoform 2 of Protein-L-isoaspartate(D-aspartate) O-methyltransferase,5,7.27398,8.18144,0,5.56547,7.37437,0,7.89996,7.80245,0,7.28829,6.96251,0,7.39329,7.96582,8.8456,7.80351,7.2788,2.3645
ACTN4__O43707,O43707,ACTN4,Alpha-actinin-4,9,7.63793,8.0639,0,7.1511,5.90586,0,7.99172,8.61739,3.06475,7.5467,7.61084,2.71776,6.4592,6.39273,5.36736,7.95172,7.52104,0
ACTN1__P12814_4,P12814-4,ACTN1,Isoform 4 of Alpha-actinin-1,3,6.86483,8.01703,0,8.99811,7.02874,4.54706,7.42656,7.89938,0.511044,7.48612,8.52719,0,6.43948,6.10122,6.09158,7.73396,6.3277,0
MATR3__P43243,P43243,MATR3,Matrin-3,7,2.0139,1.82635,8.762,2.32155,2.37547,16.1022,1.92047,1.94416,14.8479,1.98532,2.05978,12.1465,2.07081,2.43799,10.9332,2.26676,1.69577,12.29
CWC22__Q9HCG8,Q9HCG8,CWC22,Pre-mRNA-splicing factor CWC22 homolog,1,5.01509,5.34086,0,11.5292,7.94737,0,6.50227,6.17058,0,7.82973,9.94595,0,11.7172,9.52841,0,8.10283,10.3705,0
RACK1__P63244,P63244,RACK1,Receptor of activated protein C kinase 1,6,8.13516,8.51903,0,7.99246,8.02385,0,8.26177,7.36326,3.68854,7.97629,8.53881,0,6.95665,6.50423,3.39147,7.53168,7.11679,0
HEATR1__Q9H583,Q9H583,HEATR1,HEAT repeat-containing protein 1,2,4.98776,4.20033,0,7.12764,6.22,0,5.24911,5.89245,29.8033,5.55007,6.43652,0,6.8982,7.24408,0,5.67406,4.71649,0
PDLIM1__O00151,O00151,PDLIM1,PDZ and LIM domain protein 1,1,11.9445,12.596,0,8.68412,8.97834,0,9.79475,11.003,0,9.853,10.0755,0,3.42863,8.23849,0,5.39981,0.00386106,0
EPRS1__P07814,P07814,EPRS1,Bifunctional glutamate/proline--tRNA ligase,4,6.60629,7.89822,3.09012,5.72026,6.36628,2.4068,7.62791,7.40134,3.81281,7.22808,7.44482,6.30855,6.81096,6.09275,2.06903,6.94109,6.17469,0
CAPN1__P07384,P07384,CAPN1,Calpain-1 catalytic subunit,1,9.9282,10.834,0,7.18096,6.05799,3.24846,10.2604,8.65045,0,7.8047,7.15511,0,9.85039,7.46726,0,7.38445,4.17757,0
PCCB__P05166_2,P05166-2,PCCB,"Isoform 2 of Propionyl-CoA carboxylase beta chain, mitochondrial",9,10.5067,8.8845,0,5.2082,5.46108,0,8.69891,9.76027,0,6.5521,6.68862,4.75817,7.72629,8.55585,4.85118,4.85436,4.68306,2.81073
SLC25A5__P05141,P05141,SLC25A5,ADP/ATP translocase 2,3,7.53957,7.21208,7.17139,5.543,5.79414,5.02428,7.76043,7.01813,0,6.17592,6.76852,0.879732,5.61742,5.75767,5.39329,5.52813,4.54607,6.27022
GLO1__Q04760,Q04760,GLO1,Lactoylglutathione lyase,1,4.92723,4.80382,0,4.22413,4.24721,0,4.02248,4.23207,44.5037,3.8934,5.26242,0,5.63156,5.45443,0,4.09474,4.7028,0
PPIL1__Q9Y3C6,Q9Y3C6,PPIL1,Peptidyl-prolyl cis-trans isomerase-like 1,2,8.31515,8.43477,0,8.19383,9.51539,1.28655,8.69724,6.30645,0,9.02606,8.01685,0,8.86898,7.34722,0,7.97799,8.01352,0
GMPS__P49915,P49915,GMPS,GMP synthase [glutamine-hydrolyzing],6,7.22648,6.52502,0,8.92849,8.00939,0.534755,6.98763,7.15445,4.5845,8.06905,8.40433,1.73579,7.44619,7.34652,2.23875,7.58318,6.31097,0.914507
RCOR1__Q9UKL0,Q9UKL0,RCOR1,REST corepressor 1,3,4.46007,6.15786,0,9.39401,8.36008,0,4.66229,5.30463,11.8798,7.74728,8.56306,0,7.73111,7.44347,0,10.3634,7.93299,0
PGRMC1__O00264,O00264,PGRMC1,Membrane-associated progesterone receptor component 1,1,5.73693,5.81254,0,6.11291,6.10239,0,6.03421,5.68177,0,5.70339,6.19995,15.5584,4.91654,5.10355,18.0192,5.38873,3.62943,0
PRDX6__P30041,P30041,PRDX6,Peroxiredoxin-6,4,7.92098,7.71967,0,11.3414,9.6643,0,8.92459,7.38699,0,8.7063,9.58998,0,7.41157,7.39513,0,6.38227,7.55688,0
PPIL4__Q8WUA2,Q8WUA2,PPIL4,Peptidyl-prolyl cis-trans isomerase-like 4,1,3.22831,4.32169,47.978,5.25612,5.53942,0,4.27955,3.30646,0,5.55515,4.45241,0,5.40502,5.01796,0,2.87116,2.78873,0
GAR1__Q9NY12,Q9NY12,GAR1,H/ACA ribonucleoprotein complex subunit 1,1,6.43433,8.22748,0,6.94499,9.83719,0,9.36691,8.35833,0,9.66263,6.82554,0,9.07372,12.2423,0,13.0167,0.00990464,0
CALU__O43852_3,O43852-3,CALU,Isoform 3 of Calumenin,3,7.79775,8.59631,0,9.08428,7.69632,0,7.84964,7.51021,0,6.91696,7.33086,0,7.33263,7.46083,6.70885,7.93314,7.78223,0
PSMB7__Q99436,Q99436,PSMB7,Proteasome subunit beta type-7,1,8.06832,8.10685,0,7.09296,7.46977,0,9.68777,7.01056,0,8.00086,7.87553,0,8.24699,9.01474,0,9.7976,9.62805,0
ENO2__P09104,P09104,ENO2,Gamma-enolase,1,8.16847,7.45176,0,8.56672,7.17193,0,7.56999,6.81711,0,7.09588,6.50278,0,7.88757,7.95441,10.1746,6.4718,8.16693,0
NCBP1__Q09161,Q09161,NCBP1,Nuclear cap-binding protein subunit 1,1,8.43096,8.22584,0,8.87813,8.82907,0,6.28394,8.52728,0,10.4949,9.26944,0,7.3539,7.47126,0,7.98528,8.24998,0
SBDS__Q9Y3A5,Q9Y3A5,SBDS,Ribosome maturation protein SBDS,2,7.961,9.49156,0,10.0902,8.16334,0,8.93131,8.62086,0,9.41693,8.76336,0,7.93082,7.48108,0,7.32626,5.82327,0
CTDSPL2__Q05D32,Q05D32,CTDSPL2,CTD small phosphatase-like protein 2,1,6.58646,5.66217,0,8.33656,10.9477,0,5.8601,7.07641,0,5.72713,9.64217,0,8.79599,8.56937,0,9.87753,12.9184,0
DLAT__P10515,P10515,DLAT,"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial",3,8.67025,9.01986,0,6.69516,8.03229,6.96239,8.01406,7.36438,0,7.18613,8.39455,3.9671,6.72379,7.07257,0,6.08948,5.80798,0
MCM3__P25205_2,P25205-2,MCM3,Isoform 2 of DNA replication licensing factor MCM3,16,5.98582,5.74421,3.98263,8.10246,7.72651,2.59337,5.66504,5.70231,1.3031,6.62794,7.27991,5.86168,6.35074,6.73297,3.25389,6.86404,6.30153,3.92184
CSTF2__P33240,P33240,CSTF2,Cleavage stimulation factor subunit 2,1,8.20966,6.04832,0,9.79756,8.97986,0,7.68157,8.69998,0.370312,8.39484,7.34087,0,8.56701,8.56272,0,7.61116,9.73615,0
CSTF2T__Q9H0L4,Q9H0L4,CSTF2T,Cleavage stimulation factor subunit 2 tau variant,2,6.72433,7.49104,0,7.64934,7.44536,0,6.66466,7.4491,0,6.87941,8.14278,6.52308,6.69259,6.68263,6.49726,8.14002,7.01839,0
LONP1__P36776,P36776,LONP1,"Lon protease homolog, mitochondrial",2,4.8503,3.31262,0,2.55699,3.53406,48.3442,5.30259,3.67323,0,4.17161,3.61288,0,3.74597,3.44661,0,10.0177,3.43116,0
